sec_code,industry_code,industry_label,market
1301,0050,水産・農林業,プライム
130A,3250,医薬品,グロース
1332,0050,水産・農林業,プライム
1333,0050,水産・農林業,プライム
135A,5250,情報・通信業,グロース
1375,0050,水産・農林業,プライム
1376,0050,水産・農林業,スタンダード
1377,0050,水産・農林業,プライム
1379,0050,水産・農林業,プライム
137A,5250,情報・通信業,グロース
1380,0050,水産・農林業,スタンダード
1381,0050,水産・農林業,スタンダード
1382,0050,水産・農林業,スタンダード
1383,0050,水産・農林業,スタンダード
1384,0050,水産・農林業,スタンダード
138A,6100,小売業,グロース
1401,2050,建設業,グロース
1407,2050,建設業,スタンダード
1414,2050,建設業,プライム
1417,2050,建設業,プライム
1418,2050,建設業,スタンダード
1419,2050,建設業,プライム
141A,6100,小売業,グロース
1420,2050,建設業,スタンダード
1429,2050,建設業,プライム
142A,9050,サービス業,グロース
1430,2050,建設業,スタンダード
1431,2050,建設業,グロース
1433,2050,建設業,プライム
1434,2050,建設業,スタンダード
1435,8050,不動産業,スタンダード
1436,2050,建設業,グロース
1438,2050,建設業,スタンダード
143A,9050,サービス業,グロース
1443,2050,建設業,スタンダード
1444,2050,建設業,グロース
1446,2050,建設業,スタンダード
1447,2050,建設業,グロース
1450,2050,建設業,スタンダード
145A,5250,情報・通信業,グロース
146A,8050,不動産業,スタンダード
147A,5250,情報・通信業,グロース
148A,5250,情報・通信業,グロース
1491,3500,非鉄金属,スタンダード
149A,5250,情報・通信業,グロース
150A,9050,サービス業,グロース
1514,1050,鉱業,スタンダード
1515,1050,鉱業,プライム
1518,3800,その他製品,プライム
151A,9050,サービス業,グロース
153A,5250,情報・通信業,グロース
155A,5250,情報・通信業,グロース
156A,9050,サービス業,グロース
157A,9050,サービス業,グロース
1605,1050,鉱業,プライム
160A,9050,サービス業,スタンダード
1662,1050,鉱業,プライム
1663,1050,鉱業,プライム
166A,8050,不動産業,プライム
167A,6050,卸売業,プライム
168A,3800,その他製品,グロース
1711,2050,建設業,スタンダード
1716,2050,建設業,スタンダード
1717,9050,サービス業,スタンダード
1718,2050,建設業,スタンダード
1719,2050,建設業,プライム
1720,2050,建設業,プライム
1721,2050,建設業,プライム
1723,2050,建設業,スタンダード
1724,2050,建設業,スタンダード
1736,2050,建設業,スタンダード
173A,5250,情報・通信業,グロース
1758,2050,建設業,スタンダード
175A,5250,情報・通信業,グロース
1762,2050,建設業,プライム
1764,2050,建設業,スタンダード
1766,2050,建設業,プライム
1768,2050,建設業,スタンダード
1770,2050,建設業,スタンダード
177A,3200,化学,グロース
1780,2050,建設業,プライム
1783,8050,不動産業,スタンダード
1786,2050,建設業,プライム
1787,2050,建設業,スタンダード
1788,2050,建設業,スタンダード
1793,2050,建設業,スタンダード
1795,2050,建設業,スタンダード
1798,2050,建設業,スタンダード
1799,2050,建設業,スタンダード
1801,2050,建設業,プライム
1802,2050,建設業,プライム
1803,2050,建設業,プライム
1807,2050,建設業,スタンダード
1808,2050,建設業,プライム
1810,2050,建設業,スタンダード
1811,2050,建設業,スタンダード
1812,2050,建設業,プライム
1813,2050,建設業,プライム
1814,2050,建設業,プライム
1815,2050,建設業,プライム
1820,2050,建設業,プライム
1822,2050,建設業,スタンダード
1826,2050,建設業,スタンダード
1827,2050,建設業,スタンダード
1828,2050,建設業,スタンダード
1833,2050,建設業,プライム
1835,2050,建設業,プライム
1840,2050,建設業,スタンダード
1844,2050,建設業,スタンダード
1847,2050,建設業,スタンダード
1848,2050,建設業,スタンダード
184A,5250,情報・通信業,グロース
1850,2050,建設業,スタンダード
1852,2050,建設業,プライム
1853,2050,建設業,スタンダード
1860,2050,建設業,プライム
1861,2050,建設業,プライム
1866,2050,建設業,スタンダード
1867,2050,建設業,スタンダード
186A,9050,サービス業,グロース
1870,2050,建設業,プライム
1871,2050,建設業,プライム
1873,2050,建設業,プライム
1878,8050,不動産業,プライム
1879,2050,建設業,プライム
1882,2050,建設業,プライム
1885,2050,建設業,プライム
1887,2050,建設業,プライム
1888,2050,建設業,プライム
1893,2050,建設業,プライム
1897,2050,建設業,スタンダード
1898,2050,建設業,プライム
1899,2050,建設業,プライム
189A,9050,サービス業,グロース
1904,2050,建設業,スタンダード
1905,2050,建設業,スタンダード
1909,3600,機械,スタンダード
190A,3250,医薬品,グロース
1911,2050,建設業,プライム
1914,2050,建設業,スタンダード
1921,2050,建設業,スタンダード
1925,2050,建設業,プライム
1926,2050,建設業,プライム
1928,2050,建設業,プライム
1929,2050,建設業,プライム
192A,9050,サービス業,グロース
1930,2050,建設業,プライム
1934,2050,建設業,プライム
1938,2050,建設業,プライム
1939,2050,建設業,プライム
1941,2050,建設業,プライム
1942,2050,建設業,プライム
1944,2050,建設業,プライム
1945,2050,建設業,プライム
1946,2050,建設業,プライム
1948,2050,建設業,スタンダード
194A,9050,サービス業,グロース
1950,2050,建設業,プライム
1951,2050,建設業,プライム
1952,2050,建設業,プライム
1959,2050,建設業,プライム
195A,9050,サービス業,グロース
1960,2050,建設業,スタンダード
1961,2050,建設業,プライム
1963,2050,建設業,プライム
1964,2050,建設業,プライム
1965,2050,建設業,スタンダード
1966,2050,建設業,スタンダード
1967,2050,建設業,スタンダード
1968,2050,建設業,プライム
1969,2050,建設業,プライム
196A,7200,その他金融業,グロース
1972,2050,建設業,スタンダード
1975,2050,建設業,プライム
1976,2050,建設業,プライム
1979,2050,建設業,プライム
197A,3250,医薬品,スタンダード
1980,2050,建設業,プライム
1981,2050,建設業,スタンダード
1982,2050,建設業,プライム
198A,5250,情報・通信業,グロース
1992,2050,建設業,スタンダード
1994,2050,建設業,スタンダード
1997,2050,建設業,スタンダード
2001,3050,食料品,プライム
2002,3050,食料品,プライム
2003,3050,食料品,スタンダード
2004,3050,食料品,プライム
2009,3050,食料品,スタンダード
2053,3050,食料品,プライム
2055,3050,食料品,スタンダード
205A,2050,建設業,グロース
2060,3050,食料品,プライム
206A,3250,医薬品,グロース
208A,5250,情報・通信業,スタンダード
2108,3050,食料品,プライム
2109,3050,食料品,プライム
2112,3050,食料品,スタンダード
2114,3050,食料品,スタンダード
2117,3050,食料品,プライム
211A,2050,建設業,スタンダード
2120,9050,サービス業,プライム
2121,5250,情報・通信業,プライム
2122,9050,サービス業,スタンダード
2124,9050,サービス業,プライム
2127,9050,サービス業,プライム
212A,9050,サービス業,プライム
2130,9050,サービス業,プライム
2134,9050,サービス業,スタンダード
2136,9050,サービス業,スタンダード
2138,5250,情報・通信業,スタンダード
2139,9050,サービス業,スタンダード
2146,9050,サービス業,プライム
2148,9050,サービス業,プライム
2152,9050,サービス業,スタンダード
2153,9050,サービス業,プライム
2154,9050,サービス業,プライム
2156,9050,サービス業,スタンダード
2157,9050,サービス業,プライム
2158,9050,サービス業,グロース
215A,9050,サービス業,グロース
2160,3250,医薬品,グロース
2162,9050,サービス業,スタンダード
2163,9050,サービス業,プライム
2164,9050,サービス業,スタンダード
2168,9050,サービス業,プライム
2169,9050,サービス業,スタンダード
2170,9050,サービス業,プライム
2173,9050,サービス業,グロース
2175,9050,サービス業,プライム
2179,9050,サービス業,スタンダード
2180,9050,サービス業,スタンダード
2181,9050,サービス業,プライム
2183,9050,サービス業,スタンダード
2185,9050,サービス業,スタンダード
2186,9050,サービス業,スタンダード
218A,3750,精密機器,グロース
2193,9050,サービス業,スタンダード
2195,9050,サービス業,グロース
2198,9050,サービス業,プライム
219A,3250,医薬品,グロース
2201,3050,食料品,プライム
2204,3050,食料品,スタンダード
2206,3050,食料品,プライム
2207,3050,食料品,プライム
2208,3050,食料品,スタンダード
2209,3050,食料品,プライム
220A,5250,情報・通信業,スタンダード
2211,3050,食料品,プライム
2212,3050,食料品,プライム
2215,3050,食料品,スタンダード
2216,3050,食料品,スタンダード
2217,3050,食料品,プライム
2220,3050,食料品,プライム
2221,3050,食料品,スタンダード
2222,3050,食料品,プライム
2224,3050,食料品,スタンダード
2226,3050,食料品,スタンダード
2229,3050,食料品,プライム
2264,3050,食料品,プライム
2266,3050,食料品,プライム
2267,3050,食料品,プライム
2268,3050,食料品,スタンダード
2269,3050,食料品,プライム
2270,3050,食料品,プライム
2281,3050,食料品,プライム
2282,3050,食料品,プライム
2286,3050,食料品,スタンダード
2288,3050,食料品,プライム
228A,5250,情報・通信業,グロース
2291,3050,食料品,スタンダード
2292,3050,食料品,プライム
2293,3050,食料品,スタンダード
2294,3050,食料品,プライム
2296,3050,食料品,プライム
2300,9050,サービス業,スタンダード
2301,9050,サービス業,プライム
2303,5250,情報・通信業,スタンダード
2304,9050,サービス業,スタンダード
2305,9050,サービス業,スタンダード
2307,5250,情報・通信業,プライム
2311,9050,サービス業,スタンダード
2315,5250,情報・通信業,スタンダード
2317,5250,情報・通信業,プライム
2321,5250,情報・通信業,グロース
2323,5250,情報・通信業,スタンダード
2325,9050,サービス業,プライム
2326,5250,情報・通信業,プライム
2327,5250,情報・通信業,プライム
2329,5250,情報・通信業,スタンダード
2330,5250,情報・通信業,スタンダード
2331,9050,サービス業,プライム
2332,5250,情報・通信業,スタンダード
2334,9050,サービス業,グロース
2335,5250,情報・通信業,プライム
2337,8050,不動産業,プライム
2338,5250,情報・通信業,スタンダード
2340,9050,サービス業,スタンダード
2341,9050,サービス業,スタンダード
2342,9050,サービス業,スタンダード
2345,5250,情報・通信業,スタンダード
2349,5250,情報・通信業,スタンダード
2351,5250,情報・通信業,スタンダード
2353,8050,不動産業,プライム
2354,5250,情報・通信業,スタンダード
2359,5250,情報・通信業,プライム
2370,9050,サービス業,グロース
2371,9050,サービス業,プライム
2373,9050,サービス業,スタンダード
2375,9050,サービス業,スタンダード
2376,9050,サービス業,スタンダード
2378,9050,サービス業,プライム
2379,9050,サービス業,プライム
2384,5050,陸運業,プライム
2385,9050,サービス業,グロース
2388,7200,その他金融業,グロース
2391,9050,サービス業,スタンダード
2393,9050,サービス業,スタンダード
2395,9050,サービス業,プライム
2404,9050,サービス業,スタンダード
2408,9050,サービス業,スタンダード
2410,9050,サービス業,プライム
2411,5250,情報・通信業,スタンダード
2413,9050,サービス業,プライム
2415,9050,サービス業,スタンダード
2418,9050,サービス業,スタンダード
241A,5250,情報・通信業,グロース
2424,9050,サービス業,スタンダード
2425,9050,サービス業,スタンダード
2428,9050,サービス業,スタンダード
2429,9050,サービス業,プライム
2432,5250,情報・通信業,プライム
2433,9050,サービス業,プライム
2435,9050,サービス業,スタンダード
2436,9050,サービス業,スタンダード
2437,9050,サービス業,スタンダード
2438,9050,サービス業,グロース
2440,9050,サービス業,スタンダード
2445,9050,サービス業,スタンダード
2449,9050,サービス業,スタンダード
244A,5250,情報・通信業,グロース
2454,9050,サービス業,スタンダード
2459,9050,サービス業,スタンダード
245A,6100,小売業,グロース
2461,9050,サービス業,プライム
2462,9050,サービス業,プライム
2464,9050,サービス業,スタンダード
2469,9050,サービス業,スタンダード
246A,9050,サービス業,グロース
2471,9050,サービス業,プライム
2475,9050,サービス業,プライム
2477,5250,情報・通信業,スタンダード
2479,9050,サービス業,スタンダード
247A,3200,化学,グロース
2480,5250,情報・通信業,スタンダード
2481,9050,サービス業,スタンダード
2483,9050,サービス業,スタンダード
2484,5250,情報・通信業,スタンダード
2485,9050,サービス業,スタンダード
2488,9050,サービス業,スタンダード
2489,9050,サービス業,スタンダード
248A,5250,情報・通信業,グロース
2491,9050,サービス業,プライム
2492,9050,サービス業,プライム
2493,9050,サービス業,スタンダード
2497,9050,サービス業,グロース
2498,9050,サービス業,スタンダード
2499,9050,サービス業,スタンダード
2501,3050,食料品,プライム
2502,3050,食料品,プライム
2503,3050,食料品,プライム
250A,3050,食料品,スタンダード
2531,3050,食料品,プライム
2533,3050,食料品,プライム
253A,2050,建設業,スタンダード
254A,7100,証券、商品先物取引業,スタンダード
255A,3750,精密機器,スタンダード
256A,2050,建設業,プライム
2573,3050,食料品,スタンダード
2579,3050,食料品,プライム
2585,3050,食料品,プライム
2586,3050,食料品,グロース
2587,3050,食料品,プライム
2588,3050,食料品,スタンダード
2590,3050,食料品,プライム
2593,3050,食料品,プライム
2594,3050,食料品,プライム
2597,3050,食料品,スタンダード
2602,3050,食料品,プライム
2607,3050,食料品,プライム
2612,3050,食料品,スタンダード
2613,3050,食料品,プライム
261A,9050,サービス業,スタンダード
262A,6100,小売業,プライム
264A,9050,サービス業,グロース
2652,6100,小売業,スタンダード
2653,6100,小売業,スタンダード
2654,6100,小売業,スタンダード
2656,6100,小売業,スタンダード
2659,6100,小売業,プライム
265A,5250,情報・通信業,グロース
2664,6100,小売業,プライム
2666,6100,小売業,スタンダード
2667,6050,卸売業,スタンダード
2668,6050,卸売業,スタンダード
2669,6100,小売業,スタンダード
2670,6100,小売業,プライム
2673,6100,小売業,スタンダード
2674,6100,小売業,プライム
2676,6050,卸売業,プライム
2678,6100,小売業,プライム
2681,6100,小売業,プライム
2683,6100,小売業,スタンダード
2685,6100,小売業,プライム
2687,9050,サービス業,スタンダード
2689,6050,卸売業,スタンダード
268A,3750,精密機器,プライム
2693,6050,卸売業,スタンダード
2694,6100,小売業,スタンダード
2695,6100,小売業,プライム
2698,6100,小売業,スタンダード
269A,5250,情報・通信業,グロース
2700,6050,卸売業,スタンダード
2702,6100,小売業,スタンダード
2705,6100,小売業,スタンダード
2708,6050,卸売業,スタンダード
2721,6050,卸売業,スタンダード
2722,6100,小売業,スタンダード
2726,6100,小売業,プライム
2730,6100,小売業,プライム
2733,6050,卸売業,プライム
2734,6100,小売業,プライム
2735,6100,小売業,スタンダード
2736,6100,小売業,スタンダード
2737,6050,卸売業,プライム
2742,6100,小売業,プライム
2747,6100,小売業,スタンダード
2749,9050,サービス業,プライム
274A,6100,小売業,スタンダード
2750,6050,卸売業,スタンダード
2751,6050,卸売業,スタンダード
2752,6100,小売業,プライム
2753,6100,小売業,プライム
2760,6050,卸売業,プライム
2762,6100,小売業,スタンダード
2764,6100,小売業,スタンダード
2767,6050,卸売業,プライム
2768,6050,卸売業,プライム
2769,6100,小売業,スタンダード
276A,8050,不動産業,グロース
2776,6050,卸売業,スタンダード
2778,6100,小売業,スタンダード
277A,9050,サービス業,プライム
2780,6100,小売業,スタンダード
2782,6100,小売業,スタンダード
2784,6050,卸売業,プライム
2788,6050,卸売業,スタンダード
2789,6100,小売業,スタンダード
278A,3750,精密機器,グロース
2790,6100,小売業,スタンダード
2791,6100,小売業,プライム
2792,6100,小売業,プライム
2795,6050,卸売業,スタンダード
2796,6100,小売業,スタンダード
2798,6100,小売業,スタンダード
2801,3050,食料品,プライム
2802,3050,食料品,プライム
2804,3050,食料品,プライム
2805,3050,食料品,スタンダード
2806,3050,食料品,スタンダード
2809,3050,食料品,プライム
280A,6050,卸売業,グロース
2810,3050,食料品,プライム
2811,3050,食料品,プライム
2813,3050,食料品,スタンダード
2814,3050,食料品,スタンダード
2815,3050,食料品,プライム
2816,3050,食料品,スタンダード
2818,3050,食料品,スタンダード
2819,3050,食料品,スタンダード
281A,5250,情報・通信業,グロース
2820,3050,食料品,スタンダード
2831,3050,食料品,スタンダード
285A,3650,電気機器,プライム
286A,9050,サービス業,グロース
2871,3050,食料品,プライム
2872,3050,食料品,スタンダード
2874,6050,卸売業,プライム
2875,3050,食料品,プライム
2876,3050,食料品,スタンダード
2877,3050,食料品,スタンダード
287A,6050,卸売業,スタンダード
2882,3050,食料品,プライム
2883,3050,食料品,スタンダード
2884,3050,食料品,プライム
288A,9050,サービス業,グロース
2892,3050,食料品,スタンダード
2894,3050,食料品,スタンダード
2897,3050,食料品,プライム
2901,3050,食料品,スタンダード
2903,3050,食料品,スタンダード
2904,3050,食料品,スタンダード
2907,3050,食料品,スタンダード
2908,3050,食料品,プライム
290A,5250,情報・通信業,グロース
2910,3050,食料品,プライム
2911,3050,食料品,スタンダード
2914,3050,食料品,プライム
2915,3050,食料品,プライム
2916,3050,食料品,スタンダード
2917,3050,食料品,スタンダード
2918,3050,食料品,プライム
291A,9050,サービス業,グロース
2922,3050,食料品,プライム
2923,3050,食料品,スタンダード
2924,3050,食料品,スタンダード
2926,3050,食料品,スタンダード
2927,3050,食料品,スタンダード
2929,3050,食料品,プライム
2930,3200,化学,プライム
2931,3050,食料品,プライム
2932,3050,食料品,スタンダード
2933,3050,食料品,プライム
2934,3050,食料品,グロース
2935,3050,食料品,プライム
2936,3050,食料品,グロース
2937,3050,食料品,グロース
2938,3050,食料品,スタンダード
2961,3550,金属製品,スタンダード
2962,3550,金属製品,スタンダード
296A,9050,サービス業,グロース
2970,8050,不動産業,スタンダード
2975,8050,不動産業,プライム
2978,8050,不動産業,グロース
297A,6100,小売業,スタンダード
2980,8050,不動産業,プライム
2981,8050,不動産業,グロース
2982,8050,不動産業,プライム
2983,8050,不動産業,グロース
2984,8050,不動産業,スタンダード
2986,8050,不動産業,グロース
298A,5250,情報・通信業,グロース
2991,8050,不動産業,スタンダード
2993,8050,不動産業,スタンダード
2997,8050,不動産業,グロース
2998,8050,不動産業,グロース
2999,8050,不動産業,スタンダード
299A,9050,サービス業,グロース
3001,3100,繊維製品,スタンダード
3002,3100,繊維製品,プライム
3003,8050,不動産業,プライム
3004,6050,卸売業,スタンダード
300A,9050,サービス業,スタンダード
3010,9050,サービス業,スタンダード
3011,6100,小売業,スタンダード
3020,6100,小売業,スタンダード
3021,9050,サービス業,スタンダード
3023,6050,卸売業,スタンダード
3024,6050,卸売業,スタンダード
3028,6100,小売業,プライム
302A,9050,サービス業,グロース
3030,6100,小売業,スタンダード
3031,5250,情報・通信業,プライム
3034,6100,小売業,プライム
3035,6050,卸売業,スタンダード
3036,6050,卸売業,プライム
3038,6050,卸売業,プライム
303A,5250,情報・通信業,グロース
3040,5250,情報・通信業,プライム
3041,6050,卸売業,スタンダード
3042,5250,情報・通信業,スタンダード
3045,6050,卸売業,スタンダード
3046,6100,小売業,プライム
3048,6100,小売業,プライム
304A,5250,情報・通信業,グロース
3050,6100,小売業,プライム
3053,6100,小売業,スタンダード
3054,6050,卸売業,スタンダード
3058,6100,小売業,スタンダード
3059,6100,小売業,スタンダード
3063,6100,小売業,グロース
3064,6100,小売業,プライム
3065,6100,小売業,スタンダード
3067,6100,小売業,スタンダード
3068,6100,小売業,スタンダード
3069,3050,食料品,スタンダード
3070,6050,卸売業,グロース
3071,6100,小売業,スタンダード
3075,6100,小売業,スタンダード
3076,6050,卸売業,プライム
3077,6100,小売業,スタンダード
3079,6050,卸売業,スタンダード
3080,6100,小売業,スタンダード
3082,6100,小売業,スタンダード
3083,6100,小売業,スタンダード
3086,6100,小売業,プライム
3087,6100,小売業,プライム
3088,6100,小売業,プライム
3089,6050,卸売業,スタンダード
3091,6100,小売業,プライム
3092,6100,小売業,プライム
3093,6100,小売業,プライム
3096,6100,小売業,スタンダード
3097,6100,小売業,プライム
3099,6100,小売業,プライム
3101,3200,化学,プライム
3103,3100,繊維製品,スタンダード
3104,3100,繊維製品,プライム
3105,3650,電気機器,プライム
3106,3100,繊維製品,プライム
3107,6050,卸売業,プライム
3109,3100,繊維製品,プライム
3110,3400,ガラス・土石製品,プライム
3111,3100,繊維製品,スタンダード
3113,7100,証券、商品先物取引業,スタンダード
3116,3700,輸送用機器,プライム
3121,9050,サービス業,スタンダード
3123,3100,繊維製品,スタンダード
3131,6050,卸売業,スタンダード
3132,6050,卸売業,プライム
3133,6100,小売業,グロース
3134,6100,小売業,スタンダード
3135,6100,小売業,スタンダード
3137,6100,小売業,スタンダード
3138,6100,小売業,スタンダード
3139,6050,卸売業,プライム
3140,6050,卸売業,グロース
3143,6050,卸売業,スタンダード
3148,6100,小売業,プライム
3150,4050,電気・ガス業,プライム
3151,6050,卸売業,プライム
3153,6050,卸売業,プライム
3154,6050,卸売業,プライム
3156,6050,卸売業,プライム
3157,6050,卸売業,スタンダード
3159,6100,小売業,スタンダード
3160,6050,卸売業,スタンダード
3161,6050,卸売業,スタンダード
3166,6050,卸売業,スタンダード
3167,6050,卸売業,プライム
3168,6050,卸売業,スタンダード
3169,6100,小売業,スタンダード
3172,6100,小売業,スタンダード
3173,6050,卸売業,スタンダード
3174,6100,小売業,スタンダード
3175,6100,小売業,スタンダード
3176,6050,卸売業,プライム
3177,6100,小売業,スタンダード
3178,6100,小売業,スタンダード
3179,6100,小売業,プライム
3180,6050,卸売業,プライム
3181,6100,小売業,スタンダード
3182,6100,小売業,プライム
3183,6050,卸売業,プライム
3184,6100,小売業,スタンダード
3185,6100,小売業,グロース
3186,6100,小売業,プライム
3187,6100,小売業,グロース
3189,6100,小売業,スタンダード
3190,6100,小売業,スタンダード
3191,6100,小売業,プライム
3192,6100,小売業,スタンダード
3193,6100,小売業,プライム
3195,6100,小売業,スタンダード
3196,6100,小売業,プライム
3197,6100,小売業,プライム
3199,6100,小売業,プライム
319A,3550,金属製品,グロース
3201,3100,繊維製品,プライム
3202,3100,繊維製品,スタンダード
3204,3100,繊維製品,スタンダード
3205,3100,繊維製品,スタンダード
3221,6100,小売業,プライム
3222,6100,小売業,スタンダード
3223,6100,小売業,スタンダード
3224,6100,小売業,グロース
3231,8050,不動産業,プライム
3232,8050,不動産業,プライム
3236,8050,不動産業,スタンダード
3237,8050,不動産業,グロース
3238,8050,不動産業,スタンダード
323A,5250,情報・通信業,グロース
3241,8050,不動産業,スタンダード
3242,8050,不動産業,スタンダード
3245,8050,不動産業,プライム
3246,8050,不動産業,スタンダード
3248,8050,不動産業,スタンダード
324A,9050,サービス業,グロース
3252,8050,不動産業,プライム
325A,3100,繊維製品,グロース
3261,8050,不動産業,グロース
3266,8050,不動産業,スタンダード
3267,2050,建設業,スタンダード
3276,8050,不動産業,プライム
3277,8050,不動産業,スタンダード
3280,8050,不動産業,スタンダード
3284,8050,不動産業,プライム
3286,8050,不動産業,スタンダード
3288,8050,不動産業,プライム
3289,8050,不動産業,プライム
3291,8050,不動産業,プライム
3293,8050,不動産業,スタンダード
3297,8050,不動産業,スタンダード
3299,8050,不動産業,スタンダード
3300,8050,不動産業,グロース
3302,3100,繊維製品,プライム
3306,6050,卸売業,スタンダード
330A,5250,情報・通信業,グロース
3315,3300,石油・石炭製品,プライム
3317,6100,小売業,スタンダード
331A,9050,サービス業,スタンダード
3320,6050,卸売業,スタンダード
3321,6050,卸売業,スタンダード
3323,6050,卸売業,スタンダード
3326,9050,サービス業,スタンダード
3329,6100,小売業,スタンダード
332A,5250,情報・通信業,グロース
3333,6100,小売業,プライム
3349,6100,小売業,プライム
334A,5250,情報・通信業,グロース
3350,6050,卸売業,スタンダード
3352,6100,小売業,スタンダード
3353,6100,小売業,スタンダード
3355,6050,卸売業,スタンダード
3358,6100,小売業,スタンダード
3359,6050,卸売業,グロース
335A,5250,情報・通信業,グロース
3360,6050,卸売業,プライム
3361,6100,小売業,スタンダード
336A,5250,情報・通信業,グロース
3370,6100,小売業,スタンダード
3371,5250,情報・通信業,プライム
3372,6100,小売業,スタンダード
3374,6050,卸売業,スタンダード
3375,6100,小売業,スタンダード
3377,6050,卸売業,スタンダード
3382,6100,小売業,プライム
3386,6050,卸売業,スタンダード
3387,6100,小売業,プライム
3388,6050,卸売業,プライム
338A,5250,情報・通信業,グロース
3391,6100,小売業,プライム
3392,6050,卸売業,スタンダード
3393,6050,卸売業,プライム
3395,6100,小売業,プライム
3396,6100,小売業,スタンダード
3397,6100,小売業,プライム
3399,6100,小売業,スタンダード
339A,9050,サービス業,グロース
3401,3100,繊維製品,プライム
3402,3100,繊維製品,プライム
3405,3200,化学,プライム
3407,3200,化学,プライム
3409,3100,繊維製品,スタンダード
340A,5250,情報・通信業,グロース
3415,6100,小売業,プライム
3416,6100,小売業,スタンダード
3417,6050,卸売業,スタンダード
3418,6100,小売業,グロース
341A,2050,建設業,グロース
3420,3550,金属製品,スタンダード
3421,3550,金属製品,スタンダード
3422,3550,金属製品,スタンダード
3423,3550,金属製品,スタンダード
3426,3550,金属製品,スタンダード
3431,3550,金属製品,プライム
3433,3550,金属製品,プライム
3434,3550,金属製品,スタンダード
3435,3550,金属製品,スタンダード
3436,3550,金属製品,プライム
3437,3550,金属製品,スタンダード
3439,3550,金属製品,スタンダード
343A,9050,サービス業,スタンダード
3440,3550,金属製品,スタンダード
3441,3550,金属製品,スタンダード
3443,3550,金属製品,プライム
3444,3550,金属製品,スタンダード
3445,3550,金属製品,プライム
3446,3550,金属製品,スタンダード
3447,3550,金属製品,スタンダード
3449,3550,金属製品,スタンダード
3452,8050,不動産業,スタンダード
3454,8050,不動産業,スタンダード
3457,8050,不動産業,プライム
3461,8050,不動産業,スタンダード
3465,8050,不動産業,プライム
3467,8050,不動産業,スタンダード
3469,8050,不動産業,スタンダード
3474,8050,不動産業,グロース
3475,8050,不動産業,プライム
3477,8050,不動産業,グロース
3479,8050,不動産業,グロース
3480,8050,不動産業,プライム
3482,8050,不動産業,プライム
3484,8050,不動産業,スタンダード
3486,8050,不動産業,プライム
3489,8050,不動産業,スタンダード
3490,8050,不動産業,スタンダード
3491,8050,不動産業,グロース
3494,8050,不動産業,スタンダード
3495,8050,不動産業,スタンダード
3496,8050,不動産業,プライム
3498,8050,不動産業,プライム
3501,3100,繊維製品,プライム
350A,4050,電気・ガス業,グロース
3512,3100,繊維製品,スタンダード
3513,3100,繊維製品,スタンダード
3521,9050,サービス業,スタンダード
3524,3100,繊維製品,スタンダード
3529,3100,繊維製品,スタンダード
352A,9050,サービス業,グロース
3536,6100,小売業,スタンダード
3537,6050,卸売業,スタンダード
3538,6100,小売業,スタンダード
3539,6100,小売業,プライム
3542,6100,小売業,グロース
3543,6050,卸売業,プライム
3544,6100,小売業,スタンダード
3547,6100,小売業,スタンダード
3548,6100,小売業,プライム
3549,6100,小売業,スタンダード
3550,6100,小売業,グロース
3551,3100,繊維製品,スタンダード
3553,3200,化学,スタンダード
3556,6100,小売業,グロース
3557,6100,小売業,グロース
3558,6100,小売業,グロース
3559,6050,卸売業,スタンダード
3560,6100,小売業,スタンダード
3561,6100,小売業,プライム
3562,6050,卸売業,スタンダード
3563,6100,小売業,プライム
3565,6050,卸売業,スタンダード
3566,6100,小売業,グロース
3569,3100,繊維製品,プライム
3571,3100,繊維製品,スタンダード
3577,3100,繊維製品,スタンダード
3580,3100,繊維製品,プライム
3583,3100,繊維製品,スタンダード
3591,3100,繊維製品,プライム
3597,3100,繊維製品,スタンダード
3598,3100,繊維製品,スタンダード
3600,3100,繊維製品,スタンダード
3607,3100,繊維製品,スタンダード
3608,3100,繊維製品,プライム
3611,3100,繊維製品,スタンダード
3612,3100,繊維製品,プライム
3622,5250,情報・通信業,スタンダード
3623,5250,情報・通信業,グロース
3624,5250,情報・通信業,グロース
3625,5250,情報・通信業,グロース
3626,5250,情報・通信業,プライム
3627,5250,情報・通信業,スタンダード
3628,5250,情報・通信業,グロース
3632,5250,情報・通信業,プライム
3633,5250,情報・通信業,スタンダード
3634,5250,情報・通信業,スタンダード
3635,5250,情報・通信業,プライム
3636,5250,情報・通信業,プライム
3639,5250,情報・通信業,スタンダード
3640,5250,情報・通信業,スタンダード
3641,5250,情報・通信業,スタンダード
3645,5250,情報・通信業,グロース
3646,5250,情報・通信業,スタンダード
3647,5250,情報・通信業,スタンダード
3648,5250,情報・通信業,スタンダード
3649,5250,情報・通信業,プライム
3652,5250,情報・通信業,グロース
3653,5250,情報・通信業,グロース
3656,5250,情報・通信業,プライム
3657,5250,情報・通信業,プライム
3659,5250,情報・通信業,プライム
365A,3100,繊維製品,スタンダード
3660,5250,情報・通信業,プライム
3661,5250,情報・通信業,プライム
3662,5250,情報・通信業,プライム
3663,5250,情報・通信業,プライム
3664,5250,情報・通信業,グロース
3665,5250,情報・通信業,プライム
3667,5250,情報・通信業,スタンダード
3668,5250,情報・通信業,プライム
366A,9050,サービス業,グロース
3670,5250,情報・通信業,スタンダード
3671,5250,情報・通信業,スタンダード
3672,5250,情報・通信業,スタンダード
