sec_code,industry_code,industry_label,market
7921,3800,その他製品,プライム
7927,3200,化学,スタンダード
7928,3200,化学,スタンダード
7931,3200,化学,プライム
7932,3800,その他製品,スタンダード
7936,3800,その他製品,プライム
7937,3800,その他製品,スタンダード
7938,3800,その他製品,スタンダード
7939,3800,その他製品,スタンダード
7942,3200,化学,プライム
7943,3400,ガラス・土石製品,プライム
7944,3800,その他製品,プライム
7946,3800,その他製品,スタンダード
7947,3200,化学,プライム
7949,3800,その他製品,プライム
7951,3800,その他製品,プライム
7952,3800,その他製品,プライム
7953,3800,その他製品,スタンダード
7955,3800,その他製品,プライム
7956,3800,その他製品,プライム
7957,3800,その他製品,スタンダード
7962,3800,その他製品,プライム
7963,3800,その他製品,スタンダード
7965,3650,電気機器,プライム
7966,3800,その他製品,プライム
7970,3200,化学,プライム
7971,3200,化学,スタンダード
7972,3800,その他製品,プライム
7974,3800,その他製品,プライム
7975,3800,その他製品,スタンダード
7976,3800,その他製品,プライム
7979,3750,精密機器,プライム
7980,3800,その他製品,スタンダード
7981,3800,その他製品,プライム
7983,3800,その他製品,スタンダード
7984,3800,その他製品,プライム
7985,3550,金属製品,スタンダード
7986,3800,その他製品,スタンダード
7987,3800,その他製品,スタンダード
7988,3200,化学,プライム
7989,3550,金属製品,プライム
7990,3800,その他製品,プライム
7991,3600,機械,スタンダード
7992,3800,その他製品,スタンダード
7994,3800,その他製品,プライム
7995,3200,化学,プライム
7997,3800,その他製品,スタンダード
8001,6050,卸売業,プライム
8002,6050,卸売業,プライム
8005,6100,小売業,プライム
8006,6050,卸売業,スタンダード
8007,6050,卸売業,プライム
8008,6100,小売業,プライム
8011,3100,繊維製品,プライム
8012,6050,卸売業,プライム
8013,3100,繊維製品,スタンダード
8014,6050,卸売業,プライム
8015,6050,卸売業,プライム
8016,3100,繊維製品,プライム
8018,6050,卸売業,スタンダード
8020,6050,卸売業,プライム
8022,3800,その他製品,プライム
8023,5250,情報・通信業,スタンダード
8025,6050,卸売業,スタンダード
8029,3100,繊維製品,スタンダード
8030,6050,卸売業,スタンダード
8031,6050,卸売業,プライム
8032,6050,卸売業,プライム
8035,3650,電気機器,プライム
8037,6050,卸売業,プライム
8039,6050,卸売業,スタンダード
8040,3100,繊維製品,スタンダード
8041,6050,卸売業,スタンダード
8043,6050,卸売業,プライム
8045,6050,卸売業,スタンダード
8046,6050,卸売業,スタンダード
8050,3750,精密機器,プライム
8051,6050,卸売業,プライム
8052,6050,卸売業,プライム
8053,6050,卸売業,プライム
8056,5250,情報・通信業,プライム
8057,6050,卸売業,プライム
8058,6050,卸売業,プライム
8059,6050,卸売業,プライム
8060,6050,卸売業,プライム
8061,6050,卸売業,プライム
8065,6050,卸売業,プライム
8066,6050,卸売業,スタンダード
8070,6050,卸売業,プライム
8074,6050,卸売業,プライム
8075,6050,卸売業,プライム
8076,6050,卸売業,スタンダード
8077,6050,卸売業,スタンダード
8078,6050,卸売業,プライム
8079,6050,卸売業,プライム
8081,6050,卸売業,プライム
8084,6050,卸売業,プライム
8085,6050,卸売業,スタンダード
8086,3750,精密機器,プライム
8088,6050,卸売業,プライム
8089,6050,卸売業,スタンダード
8091,6050,卸売業,プライム
8093,6050,卸売業,プライム
8095,6050,卸売業,プライム
8097,6050,卸売業,プライム
8098,6050,卸売業,プライム
8101,6050,卸売業,プライム
8103,6050,卸売業,プライム
8104,6050,卸売業,スタンダード
8105,6050,卸売業,スタンダード
8107,3100,繊維製品,スタンダード
8111,3100,繊維製品,プライム
8113,3200,化学,プライム
8115,6050,卸売業,スタンダード
8117,6050,卸売業,スタンダード
8118,3100,繊維製品,スタンダード
8119,6050,卸売業,スタンダード
8123,6050,卸売業,スタンダード
8125,6050,卸売業,プライム
8127,3100,繊維製品,スタンダード
8129,6050,卸売業,プライム
8130,6050,卸売業,プライム
8131,6050,卸売業,スタンダード
8132,6050,卸売業,プライム
8133,6050,卸売業,プライム
8135,6050,卸売業,スタンダード
8136,6050,卸売業,プライム
8137,6050,卸売業,プライム
8138,6050,卸売業,スタンダード
8139,6050,卸売業,スタンダード
8141,6050,卸売業,プライム
8142,6050,卸売業,プライム
8143,3100,繊維製品,スタンダード
8144,6050,卸売業,スタンダード
8147,6050,卸売業,スタンダード
8150,6050,卸売業,プライム
8151,6050,卸売業,プライム
8152,6050,卸売業,スタンダード
8153,6050,卸売業,プライム
8154,6050,卸売業,プライム
8157,5250,情報・通信業,プライム
8158,6050,卸売業,プライム
8159,6050,卸売業,プライム
8160,6100,小売業,プライム
8163,6100,小売業,プライム
8165,6100,小売業,スタンダード
8166,6100,小売業,スタンダード
8167,6100,小売業,プライム
8173,6100,小売業,プライム
8174,6100,小売業,プライム
8179,6100,小売業,プライム
8181,6100,小売業,スタンダード
8185,6100,小売業,プライム
8194,6100,小売業,プライム
8198,6100,小売業,スタンダード
8200,6100,小売業,プライム
8202,6100,小売業,スタンダード
8203,6100,小売業,プライム
8207,6100,小売業,スタンダード
8214,6100,小売業,プライム
8217,6100,小売業,プライム
8218,6100,小売業,プライム
8219,6100,小売業,プライム
8225,6050,卸売業,スタンダード
8226,6050,卸売業,スタンダード
8227,6100,小売業,プライム
8230,6100,小売業,スタンダード
8233,6100,小売業,プライム
8237,6100,小売業,プライム
8242,6100,小売業,プライム
8244,6100,小売業,スタンダード
8247,6100,小売業,スタンダード
8252,6100,小売業,プライム
8253,7200,その他金融業,プライム
8254,6100,小売業,スタンダード
8255,6100,小売業,プライム
8260,6100,小売業,スタンダード
8267,6100,小売業,プライム
8273,6100,小売業,プライム
8275,6050,卸売業,スタンダード
8276,6100,小売業,プライム
8278,6100,小売業,プライム
8281,6100,小売業,プライム
8282,6100,小売業,プライム
8283,6050,卸売業,プライム
8285,6050,卸売業,スタンダード
8291,6100,小売業,スタンダード
8303,7050,銀行業,プライム
8304,7050,銀行業,プライム
8306,7050,銀行業,プライム
8308,7050,銀行業,プライム
8309,7050,銀行業,プライム
8316,7050,銀行業,プライム
8331,7050,銀行業,プライム
8334,7050,銀行業,プライム
8336,7050,銀行業,プライム
8337,7050,銀行業,プライム
8338,7050,銀行業,プライム
8341,7050,銀行業,プライム
8343,7050,銀行業,プライム
8344,7050,銀行業,プライム
8345,7050,銀行業,プライム
8346,7050,銀行業,プライム
8349,7050,銀行業,スタンダード
8354,7050,銀行業,プライム
8358,7050,銀行業,プライム
8359,7050,銀行業,プライム
8360,7050,銀行業,プライム
8361,7050,銀行業,プライム
8362,7050,銀行業,プライム
8364,7050,銀行業,プライム
8365,7050,銀行業,スタンダード
8366,7050,銀行業,プライム
8367,7050,銀行業,プライム
8368,7050,銀行業,プライム
8370,7050,銀行業,プライム
8377,7050,銀行業,プライム
8381,7050,銀行業,プライム
8383,7050,銀行業,スタンダード
8386,7050,銀行業,プライム
8387,7050,銀行業,プライム
8388,7050,銀行業,プライム
8392,7050,銀行業,プライム
8393,7050,銀行業,プライム
8395,7050,銀行業,プライム
8399,7050,銀行業,プライム
8410,7050,銀行業,プライム
8411,7050,銀行業,プライム
8416,7050,銀行業,スタンダード
8418,7050,銀行業,プライム
8424,7200,その他金融業,プライム
8425,7200,その他金融業,プライム
8439,7200,その他金融業,プライム
8473,7100,証券、商品先物取引業,プライム
8508,7200,その他金融業,スタンダード
8511,7200,その他金融業,プライム
8518,7100,証券、商品先物取引業,スタンダード
8522,7050,銀行業,プライム
8524,7050,銀行業,プライム
8537,7050,銀行業,スタンダード
8541,7050,銀行業,プライム
8542,7050,銀行業,スタンダード
8544,7050,銀行業,プライム
8550,7050,銀行業,プライム
8551,7050,銀行業,プライム
8558,7050,銀行業,プライム
8562,7050,銀行業,スタンダード
8563,7050,銀行業,スタンダード
8566,7200,その他金融業,プライム
8570,7200,その他金融業,プライム
8572,7200,その他金融業,スタンダード
8584,7200,その他金融業,プライム
8585,7200,その他金融業,プライム
8591,7200,その他金融業,プライム
8593,7200,その他金融業,プライム
8595,7100,証券、商品先物取引業,プライム
8596,7200,その他金融業,スタンダード
8600,7050,銀行業,プライム
8601,7100,証券、商品先物取引業,プライム
8604,7100,証券、商品先物取引業,プライム
8609,7100,証券、商品先物取引業,プライム
8613,7100,証券、商品先物取引業,プライム
8614,7100,証券、商品先物取引業,プライム
8616,7100,証券、商品先物取引業,プライム
8617,7100,証券、商品先物取引業,スタンダード
8622,7100,証券、商品先物取引業,プライム
8624,7100,証券、商品先物取引業,プライム
8628,7100,証券、商品先物取引業,プライム
8630,7150,保険業,プライム
8697,7200,その他金融業,プライム
8698,7100,証券、商品先物取引業,プライム
8699,7100,証券、商品先物取引業,スタンダード
8700,7100,証券、商品先物取引業,スタンダード
8704,7100,証券、商品先物取引業,スタンダード
8705,7100,証券、商品先物取引業,スタンダード
8706,7100,証券、商品先物取引業,プライム
8707,7100,証券、商品先物取引業,プライム
8708,7100,証券、商品先物取引業,プライム
8713,7050,銀行業,プライム
8714,7050,銀行業,プライム
8715,7150,保険業,プライム
8725,7150,保険業,プライム
8729,7150,保険業,プライム
8737,7100,証券、商品先物取引業,スタンダード
8739,7100,証券、商品先物取引業,プライム
8742,7100,証券、商品先物取引業,スタンダード
8746,7100,証券、商品先物取引業,スタンダード
8747,7100,証券、商品先物取引業,スタンダード
8750,7150,保険業,プライム
8766,7150,保険業,プライム
8769,9050,サービス業,スタンダード
8771,7200,その他金融業,プライム
8772,7200,その他金融業,スタンダード
8783,7200,その他金融業,スタンダード
8789,7200,その他金融業,スタンダード
8793,7200,その他金融業,プライム
8795,7150,保険業,プライム
8798,7150,保険業,プライム
8801,8050,不動産業,プライム
8802,8050,不動産業,プライム
8803,8050,不動産業,プライム
8804,8050,不動産業,プライム
8818,8050,不動産業,プライム
8830,8050,不動産業,プライム
8835,6050,卸売業,スタンダード
8836,8050,不動産業,スタンダード
8841,8050,不動産業,スタンダード
8844,8050,不動産業,スタンダード
8848,8050,不動産業,プライム
8850,8050,不動産業,プライム
8860,8050,不動産業,プライム
8864,8050,不動産業,スタンダード
8869,8050,不動産業,スタンダード
8871,8050,不動産業,スタンダード
8876,9050,サービス業,プライム
8877,8050,不動産業,プライム
8881,8050,不動産業,プライム
8887,8050,不動産業,スタンダード
8891,8050,不動産業,スタンダード
8892,8050,不動産業,プライム
8894,8050,不動産業,スタンダード
8897,8050,不動産業,プライム
8898,8050,不動産業,スタンダード
8904,8050,不動産業,スタンダード
8908,8050,不動産業,スタンダード
8912,8050,不動産業,スタンダード
8914,8050,不動産業,スタンダード
8917,8050,不動産業,スタンダード
8918,8050,不動産業,スタンダード
8919,8050,不動産業,プライム
8920,9050,サービス業,スタンダード
8923,8050,不動産業,プライム
8927,8050,不動産業,スタンダード
8928,8050,不動産業,スタンダード
8929,8050,不動産業,スタンダード
8931,8050,不動産業,スタンダード
8934,8050,不動産業,プライム
8935,8050,不動産業,プライム
8938,8050,不動産業,グロース
8944,8050,不動産業,スタンダード
8945,8050,不動産業,スタンダード
8946,8050,不動産業,スタンダード
8995,8050,不動産業,スタンダード
8996,8050,不動産業,スタンダード
8999,8050,不動産業,プライム
9001,5050,陸運業,プライム
9003,5050,陸運業,プライム
9005,5050,陸運業,プライム
9006,5050,陸運業,プライム
9007,5050,陸運業,プライム
9008,5050,陸運業,プライム
9009,5050,陸運業,プライム
9010,5050,陸運業,プライム
9012,5050,陸運業,スタンダード
9017,5050,陸運業,スタンダード
9020,5050,陸運業,プライム
9021,5050,陸運業,プライム
9022,5050,陸運業,プライム
9023,5050,陸運業,プライム
9024,5050,陸運業,プライム
9025,5050,陸運業,プライム
9028,5050,陸運業,スタンダード
9029,5050,陸運業,スタンダード
9031,5050,陸運業,プライム
9033,5050,陸運業,スタンダード
9034,5050,陸運業,スタンダード
9036,5050,陸運業,スタンダード
9037,5050,陸運業,プライム
9039,5050,陸運業,プライム
9041,5050,陸運業,プライム
9042,5050,陸運業,プライム
9044,5050,陸運業,プライム
9045,5050,陸運業,プライム
9046,5050,陸運業,スタンダード
9048,5050,陸運業,プライム
9049,5050,陸運業,スタンダード
9051,5050,陸運業,スタンダード
9052,5050,陸運業,プライム
9057,5050,陸運業,スタンダード
9059,5050,陸運業,スタンダード
9060,5050,陸運業,スタンダード
9063,5050,陸運業,スタンダード
9064,5050,陸運業,プライム
9065,5050,陸運業,プライム
9068,5050,陸運業,プライム
9069,5050,陸運業,プライム
9072,5050,陸運業,プライム
9073,5050,陸運業,スタンダード
9074,5050,陸運業,スタンダード
9075,5050,陸運業,プライム
9076,5050,陸運業,プライム
9081,5050,陸運業,プライム
9082,5050,陸運業,スタンダード
9083,5050,陸運業,スタンダード
9087,5050,陸運業,スタンダード
9090,5050,陸運業,プライム
9101,5100,海運業,プライム
9104,5100,海運業,プライム
9107,5100,海運業,プライム
9110,5100,海運業,プライム
9115,5100,海運業,スタンダード
9119,5100,海運業,プライム
9127,5100,海運業,スタンダード
9130,5100,海運業,スタンダード
9142,5050,陸運業,プライム
9143,5050,陸運業,プライム
9145,5050,陸運業,スタンダード
9147,5050,陸運業,プライム
9158,9050,サービス業,グロース
9159,9050,サービス業,グロース
9160,9050,サービス業,スタンダード
9162,9050,サービス業,グロース
9163,9050,サービス業,グロース
9165,9050,サービス業,グロース
9166,9050,サービス業,グロース
9168,9050,サービス業,グロース
9171,5100,海運業,スタンダード
9173,5100,海運業,スタンダード
9193,5200,倉庫・運輸関連業,スタンダード
9201,5150,空運業,プライム
9202,5150,空運業,プライム
9204,5150,空運業,グロース
9206,5150,空運業,スタンダード
9211,9050,サービス業,グロース
9212,9050,サービス業,グロース
9213,9050,サービス業,スタンダード
9214,9050,サービス業,グロース
9215,9050,サービス業,グロース
9216,9050,サービス業,プライム
9218,9050,サービス業,グロース
9219,9050,サービス業,グロース
9220,9050,サービス業,スタンダード
9221,9050,サービス業,スタンダード
9223,9050,サービス業,グロース
9225,9050,サービス業,グロース
9227,9050,サービス業,グロース
9229,9050,サービス業,プライム
9233,5150,空運業,スタンダード
9235,9050,サービス業,グロース
9236,9050,サービス業,グロース
9237,9050,サービス業,グロース
9238,9050,サービス業,グロース
9240,9050,サービス業,グロース
9241,9050,サービス業,グロース
9242,9050,サービス業,グロース
9244,9050,サービス業,グロース
9245,9050,サービス業,グロース
9246,9050,サービス業,グロース
9247,9050,サービス業,プライム
9248,9050,サービス業,スタンダード
9249,9050,サービス業,スタンダード
9250,9050,サービス業,グロース
9251,9050,サービス業,グロース
9252,9050,サービス業,グロース
9253,9050,サービス業,グロース
9254,9050,サービス業,グロース
9256,9050,サービス業,グロース
9258,9050,サービス業,グロース
9259,9050,サービス業,グロース
9262,6100,小売業,スタンダード
9264,6050,卸売業,スタンダード
9265,6050,卸売業,スタンダード
9267,6100,小売業,プライム
9268,6050,卸売業,スタンダード
9270,6050,卸売業,グロース
9271,6100,小売業,グロース
9272,9050,サービス業,グロース
9273,6050,卸売業,プライム
9274,6050,卸売業,プライム
9278,6100,小売業,プライム
9279,6100,小売業,プライム
9301,5200,倉庫・運輸関連業,プライム
9302,5200,倉庫・運輸関連業,プライム
9303,5200,倉庫・運輸関連業,プライム
9304,5200,倉庫・運輸関連業,プライム
9305,6050,卸売業,プライム
9306,5200,倉庫・運輸関連業,スタンダード
9307,5200,倉庫・運輸関連業,スタンダード
9308,5100,海運業,スタンダード
9310,5200,倉庫・運輸関連業,プライム
9311,5200,倉庫・運輸関連業,スタンダード
9312,5200,倉庫・運輸関連業,スタンダード
9313,5200,倉庫・運輸関連業,スタンダード
9319,5200,倉庫・運輸関連業,プライム
9322,5200,倉庫・運輸関連業,スタンダード
9324,5200,倉庫・運輸関連業,プライム
9325,5200,倉庫・運輸関連業,スタンダード
9326,5200,倉庫・運輸関連業,グロース
9327,5200,倉庫・運輸関連業,スタンダード
9330,9050,サービス業,グロース
9331,9050,サービス業,グロース
9332,9050,サービス業,プライム
9336,9050,サービス業,プライム
9337,9050,サービス業,グロース
9339,9050,サービス業,スタンダード
9340,9050,サービス業,スタンダード
9341,9050,サービス業,プライム
9342,9050,サービス業,グロース
9343,9050,サービス業,グロース
9344,9050,サービス業,グロース
9345,9050,サービス業,グロース
9346,9050,サービス業,グロース
9347,9050,サービス業,プライム
9348,9050,サービス業,グロース
9351,5200,倉庫・運輸関連業,スタンダード
9353,5200,倉庫・運輸関連業,スタンダード
9355,5200,倉庫・運輸関連業,スタンダード
9360,5250,情報・通信業,スタンダード
9361,5200,倉庫・運輸関連業,スタンダード
9362,5200,倉庫・運輸関連業,スタンダード
9363,5200,倉庫・運輸関連業,スタンダード
9364,5200,倉庫・運輸関連業,プライム
9365,5200,倉庫・運輸関連業,スタンダード
9366,5200,倉庫・運輸関連業,スタンダード
9367,5200,倉庫・運輸関連業,スタンダード
9368,5200,倉庫・運輸関連業,スタンダード
9369,5200,倉庫・運輸関連業,スタンダード
9376,9050,サービス業,スタンダード
9380,5200,倉庫・運輸関連業,スタンダード
9381,5200,倉庫・運輸関連業,プライム
9385,3200,化学,スタンダード
9401,5250,情報・通信業,プライム
9404,5250,情報・通信業,プライム
9405,5250,情報・通信業,プライム
9408,5250,情報・通信業,スタンダード
9409,5250,情報・通信業,プライム
9412,5250,情報・通信業,プライム
9413,5250,情報・通信業,プライム
9414,5250,情報・通信業,スタンダード
9416,5250,情報・通信業,プライム
9417,5250,情報・通信業,スタンダード
9418,5250,情報・通信業,プライム
9419,5250,情報・通信業,スタンダード
9421,5250,情報・通信業,スタンダード
9423,5250,情報・通信業,スタンダード
9424,5250,情報・通信業,プライム
9425,5250,情報・通信業,スタンダード
9428,5250,情報・通信業,スタンダード
9432,5250,情報・通信業,プライム
9433,5250,情報・通信業,プライム
9434,5250,情報・通信業,プライム
9435,5250,情報・通信業,プライム
9436,5250,情報・通信業,スタンダード
9438,5250,情報・通信業,プライム
9439,9050,サービス業,スタンダード
9441,5250,情報・通信業,スタンダード
9444,5250,情報・通信業,スタンダード
9445,5250,情報・通信業,スタンダード
9446,5250,情報・通信業,スタンダード
9449,5250,情報・通信業,プライム
9450,5250,情報・通信業,スタンダード
9466,5250,情報・通信業,スタンダード
9467,5250,情報・通信業,グロース
9468,5250,情報・通信業,プライム
9470,5250,情報・通信業,プライム
9474,5250,情報・通信業,プライム
9475,5250,情報・通信業,スタンダード
9476,5250,情報・通信業,スタンダード
9478,5250,情報・通信業,スタンダード
9501,4050,電気・ガス業,プライム
9502,4050,電気・ガス業,プライム
9503,4050,電気・ガス業,プライム
9504,4050,電気・ガス業,プライム
9505,4050,電気・ガス業,プライム
9506,4050,電気・ガス業,プライム
9507,4050,電気・ガス業,プライム
9508,4050,電気・ガス業,プライム
9509,4050,電気・ガス業,プライム
9511,4050,電気・ガス業,プライム
9513,4050,電気・ガス業,プライム
9514,4050,電気・ガス業,スタンダード
9517,4050,電気・ガス業,プライム
9519,4050,電気・ガス業,プライム
9531,4050,電気・ガス業,プライム
9532,4050,電気・ガス業,プライム
9533,4050,電気・ガス業,プライム
9534,4050,電気・ガス業,プライム
9535,4050,電気・ガス業,プライム
9536,4050,電気・ガス業,プライム
9537,4050,電気・ガス業,スタンダード
9539,4050,電気・ガス業,スタンダード
9543,4050,電気・ガス業,プライム
9551,4050,電気・ガス業,プライム
9552,9050,サービス業,プライム
9553,9050,サービス業,グロース
9554,9050,サービス業,グロース
9556,9050,サービス業,グロース
9557,9050,サービス業,グロース
9558,9050,サービス業,グロース
9560,9050,サービス業,グロース
9561,9050,サービス業,グロース
9562,9050,サービス業,グロース
9563,9050,サービス業,グロース
9564,9050,サービス業,スタンダード
9565,9050,サービス業,グロース
9601,5250,情報・通信業,プライム
9602,5250,情報・通信業,プライム
9603,9050,サービス業,プライム
9605,5250,情報・通信業,プライム
9610,9050,サービス業,スタンダード
9612,9050,サービス業,プライム
9616,9050,サービス業,プライム
9619,9050,サービス業,プライム
9621,9050,サービス業,プライム
9622,9050,サービス業,プライム
9625,9050,サービス業,スタンダード
9627,6100,小売業,プライム
9628,9050,サービス業,プライム
9629,5250,情報・通信業,プライム
9632,9050,サービス業,スタンダード
9633,8050,不動産業,スタンダード
9635,9050,サービス業,スタンダード
9636,9050,サービス業,スタンダード
9639,9050,サービス業,スタンダード
9640,5250,情報・通信業,スタンダード
9644,9050,サービス業,プライム
9647,9050,サービス業,スタンダード
9651,5250,情報・通信業,スタンダード
9656,9050,サービス業,スタンダード
9658,5250,情報・通信業,プライム
9661,9050,サービス業,スタンダード
9663,9050,サービス業,プライム
9672,9050,サービス業,プライム
9678,9050,サービス業,プライム
9679,9050,サービス業,スタンダード
9682,5250,情報・通信業,プライム
9684,5250,情報・通信業,プライム
9685,5250,情報・通信業,スタンダード
9686,9050,サービス業,スタンダード
9687,5250,情報・通信業,スタンダード
9691,5250,情報・通信業,スタンダード
9692,5250,情報・通信業,プライム
9697,5250,情報・通信業,プライム
9698,5250,情報・通信業,スタンダード
9699,9050,サービス業,プライム
9701,9050,サービス業,スタンダード
9702,5250,情報・通信業,プライム
9704,9050,サービス業,スタンダード
9706,8050,不動産業,プライム
9708,9050,サービス業,スタンダード
9709,5250,情報・通信業,スタンダード
9713,9050,サービス業,スタンダード
9715,9050,サービス業,プライム
9716,9050,サービス業,プライム
9720,9050,サービス業,スタンダード
9722,9050,サービス業,プライム
9723,9050,サービス業,スタンダード
9726,9050,サービス業,スタンダード
9729,9050,サービス業,プライム
9731,9050,サービス業,スタンダード
9733,9050,サービス業,スタンダード
9735,9050,サービス業,プライム
9739,5250,情報・通信業,プライム
9740,9050,サービス業,プライム
9742,5250,情報・通信業,プライム
9743,9050,サービス業,プライム
9744,9050,サービス業,プライム
9746,5250,情報・通信業,プライム
9753,5250,情報・通信業,スタンダード
9755,9050,サービス業,プライム
9757,9050,サービス業,プライム
9759,5250,情報・通信業,プライム
9760,9050,サービス業,スタンダード
9761,9050,サービス業,スタンダード
9763,6050,卸売業,スタンダード
9765,9050,サービス業,プライム
9766,5250,情報・通信業,プライム
9767,9050,サービス業,スタンダード
9768,9050,サービス業,スタンダード
9769,9050,サービス業,プライム
9778,9050,サービス業,スタンダード
9780,9050,サービス業,スタンダード
9782,9050,サービス業,スタンダード
9788,9050,サービス業,プライム
9790,5250,情報・通信業,プライム
9791,9050,サービス業,スタンダード
9793,9050,サービス業,プライム
9795,9050,サービス業,プライム
9799,5250,情報・通信業,スタンダード
9812,6100,小売業,スタンダード
9816,8050,不動産業,スタンダード
9818,6050,卸売業,スタンダード
9820,8050,不動産業,スタンダード
9823,6100,小売業,スタンダード
9824,6050,卸売業,プライム
9827,6050,卸売業,スタンダード
9828,6100,小売業,スタンダード
9830,6050,卸売業,プライム
9831,6100,小売業,プライム
9832,6050,卸売業,プライム
9835,6100,小売業,スタンダード
9837,6050,卸売業,プライム
9842,6100,小売業,プライム
9843,6100,小売業,プライム
9845,3200,化学,スタンダード
9846,6100,小売業,スタンダード
9849,6050,卸売業,スタンダード
9850,6100,小売業,プライム
9853,6100,小売業,スタンダード
9854,6100,小売業,スタンダード
9856,6100,小売業,スタンダード
9857,6050,卸売業,スタンダード
9861,6100,小売業,プライム
9867,6050,卸売業,スタンダード
9869,6050,卸売業,プライム
9872,6050,卸売業,スタンダード
9876,6100,小売業,スタンダード
9878,6100,小売業,スタンダード
9880,3650,電気機器,プライム
9882,6050,卸売業,プライム
9885,6050,卸売業,スタンダード
9887,6100,小売業,プライム
9888,6050,卸売業,スタンダード
9889,5250,情報・通信業,プライム
9890,6100,小売業,スタンダード
9895,6050,卸売業,スタンダード
9896,6050,卸売業,スタンダード
9900,6100,小売業,プライム
9902,6050,卸売業,プライム
9903,6100,小売業,スタンダード
9904,6100,小売業,スタンダード
9906,6050,卸売業,スタンダード
9908,6050,卸売業,スタンダード
9913,6050,卸売業,スタンダード
9914,6050,卸売業,スタンダード
9928,5250,情報・通信業,プライム
9929,6050,卸売業,スタンダード
9930,6050,卸売業,スタンダード
9932,6050,卸売業,プライム
9934,6050,卸売業,プライム
9936,6100,小売業,プライム
9941,6050,卸売業,スタンダード
9946,6100,小売業,プライム
9948,6100,小売業,プライム
9950,6100,小売業,スタンダード
9955,6050,卸売業,スタンダード
9956,6100,小売業,プライム
9959,6100,小売業,スタンダード
9960,6050,卸売業,プライム
9962,6050,卸売業,プライム
9969,6100,小売業,スタンダード
9972,6050,卸売業,スタンダード
9973,6100,小売業,スタンダード
9974,6100,小売業,プライム
9976,6100,小売業,スタンダード
9978,6100,小売業,スタンダード
9979,6100,小売業,スタンダード
9980,6100,小売業,スタンダード
9982,6050,卸売業,スタンダード
9983,6100,小売業,プライム
9984,5250,情報・通信業,プライム
9986,6050,卸売業,スタンダード
9987,6050,卸売業,プライム
9989,6100,小売業,プライム
9990,6100,小売業,プライム
9991,6050,卸売業,プライム
9993,6100,小売業,スタンダード
9994,6100,小売業,スタンダード
9996,6050,卸売業,スタンダード
9997,6100,小売業,プライム
